1;WOJEWÓDZTWO;TYP;NAZWA URZĘDU;KOD;MIASTO;ULICA;NR BUDYNKU / LOKALU;adres;POCZTA;NR TELEFONU   wraz z nr kierunkowym  ;NR FAXU;ADRES E-MAIL URZĘDU;kod jednostki;ADRESY STRON BIP JEDNOSTEK KAS
416;pomorskie;DUCS;Delegatura UCS w Gdyni;81-029;Gdynia;Północna ;9A;81-029 Gdynia, Północna  9A;Gdynia;58 666 90 90,58 666 90 91;58 666 90 60;uc.gdynia@gdy.mofnet.gov.pl;321000;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
417;pomorskie;OC;Oddział Celny „Basen V” w Gdyni;81-336;Gdynia;Indyjska ;13;81-336 Gdynia, Indyjska  13;Gdynia;58 666 76 0158 666 76 02;58 666 76 27;oc-321010@gdy.mofnet.gov.pl;321010;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
418;pomorskie;OC;Oddział Celny „Baza Kontenerowa” w Gdyni;81-127;Gdynia;Kwiatkowskiego ;60;81-127 Gdynia, Kwiatkowskiego  60;Gdynia;58 666 75 0158 666 75 03;58 621 32 12;oc-321030@gdy.mofnet.gov.pl;321030;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
419;pomorskie;OC;Oddział Celny „Basen IV” w Gdyni;81-061;Gdynia;Przemysłowa ;9;81-061 Gdynia, Przemysłowa  9;Gdynia;58 627 88 40;58 627 88 50;oc-321050@gdy.mofnet.gov.pl;321050;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
420;pomorskie;OC;Oddział Celny „Nabrzeże Bułgarskie” w Gdyni;81-184;Gdynia;Energetyków;5;81-184 Gdynia, Energetyków 5;Gdynia;58 771 59 4058 771 59 06;58 771 59 09;oc-321070@gdy.mofnet.gov.pl;321070;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
421;pomorskie;DUCS;Delegatura UCS w Gdańsku;80-730;Gdańsk;Opłotki;1;80-730 Gdańsk, Opłotki 1;Gdańsk;58 785 45 84;58 785 46 09;uc.gdansk@gdy.mofnet.gov.pl;322000;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
422;pomorskie;OC;Oddział Celny „Opłotki” w Gdańsku;80-730;Gdańsk;Opłotki ;1;80-730 Gdańsk, Opłotki  1;Gdańsk;58 785 45 1158 785 45 12;58 785 46 18;pucs-oc-1gd@gdy.mofnet.gov.pl;322010;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
423;pomorskie;OC;Oddział Celny „Nabrzeże Wiślane” w Gdańsku;80-554;Gdańsk;Śnieżna ;1;80-554 Gdańsk, Śnieżna  1;Gdańsk;58 771 56 85;58 768 94 13;pucs-oc-2gd@gdy.mofnet.gov.pl;322020;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
424;pomorskie;OC;Oddział Celny „Basen im. Władysława IV” w Gdańsku;80-542;Gdańsk;Przemysłowa ;20;80-542 Gdańsk, Przemysłowa  20;Gdańsk;58 771 56 7158 771 56 50;58 771 56 54;pucs-oc-3gd@gdy.mofnet.gov.pl;322030;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
425;pomorskie;OC;Oddział Celny Port Lotniczy Gdańsk-Rębiechowo;80-298;Gdańsk - Rębiechowo;Słowackiego ;210;80-298 Gdańsk - Rębiechowo, Słowackiego  210;Gdańsk;58 771 58 5358 771 58 5058 348 12 78;58 341 72 64;pucs-oc-4gd@gdy.mofnet.gov.pl;322050;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
426;pomorskie;OC;Oddział Celny w Tczewie;83-110;Tczew;Czatkowska ;6;83-110 Tczew, Czatkowska  6;Tczew;58 764 49 00;58 764 49 21;pucs-oc-5gd@gdy.mofnet.gov.pl;322060;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
427;pomorskie;OC;Oddział Celny w Kwidzynie;82-500;Kwidzyn;Lotnicza ;1;82-500 Kwidzyn, Lotnicza  1;Kwidzyn;55 629 84 1055 629 84 46;55 629 84 48;pucs-oc-6gd@gdy.mofnet.gov.pl;322070;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
428;pomorskie;OC;Oddział Celny „Terminal Kontenerowy” w Gdańsku;80-601;Gdańsk;Prof. Witolda Andruszkiewicza ;5;80-601 Gdańsk, Prof. Witolda Andruszkiewicza  5;Gdańsk;58 769 54 4058 769 54 37;58 796 54 02;pucs-oc-7gd@gdy.mofnet.gov.pl;322080;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
429;pomorskie;OC;Oddział Celny Pocztowy w Pruszczu Gdańskim;83-000;Pruszcz Gdański;Handlowa ;4;83-000 Pruszcz Gdański, Handlowa  4;Pruszcz Gdański;58 785 47 8458 785 47 80;58 692 55 50;pucs-oc-8gd@gdy.mofnet.gov.pl;322090;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
430;pomorskie;DUCS;Delegatura UCS w Słupsku;76-200;Słupsk;Portowa;13B;76-200 Słupsk, Portowa 13B;Słupsk;58 774 08 00;58 774 08 17;uc.slupsk@gdy.mofnet.gov.pl;323000;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
431;pomorskie;OC;Oddział Celny w Słupsku;76-200;Słupsk;Portowa ;13B;76-200 Słupsk, Portowa  13B;Słupsk;58 774 08 30;58 774 08 17;oc-323010@gdy.mofnet.gov.pl;323010;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
432;pomorskie;OC;Oddział Celny w Chojnicach;89-600;Chojnice;Gdańska ;110A;89-600 Chojnice, Gdańska  110A;Chojnice;52 583 57 0152 583 57 0252 583 57 0152 583 57 0252 583 57 0152 583 57 02;52 583 57 33;oc-323020@gdy.mofnet.gov.pl;323020;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
433;śląskie;IAS;Izba Administracji Skarbowej w Katowicach;40-022;Katowice;Ks. Konstantego Damrota ;25;40-022 Katowice, Ks. Konstantego Damrota  25;Katowice;(32) 207-60-00;(32) 207-60-10;is@sl.mofnet.gov.pl;2401;www.slaskie.kas.gov.pl
434;śląskie;US;Urząd Skarbowy w Będzinie;42-500;Będzin;Józefa Retingera;1;42-500 Będzin, Józefa Retingera 1;Będzin;(32) 762-77-00;(32) 762-77-06;us2402@sl.mofnet.gov.pl;2402;www.slaskie.kas.gov.pl/urzad-skarbowy-w-bedzinie
435;śląskie;US;Pierwszy Urząd Skarbowy w Bielsku-Białej;43-300;Bielsko-Biała;Teodora Sixta ;17;43-300 Bielsko-Biała, Teodora Sixta  17;Bielsko-Biała;(33) 499-82-00;(33) 499-82-21;us2403@sl.mofnet.gov.pl;2403;www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-bielsko-bialej
436;śląskie;US;Drugi Urząd Skarbowy w Bielsku-Białej;43-300;Bielsko-Biała;Gen. Stanisława Maczka ;73;43-300 Bielsko-Biała, Gen. Stanisława Maczka  73;Bielsko-Biała;(33) 499-80-00;(33) 499-81-00;us2404@sl.mofnet.gov.pl;2404;www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-bielsko-bialej
437;śląskie;US;Urząd Skarbowy w Bytomiu;41-902;Bytom;Wrocławska ;92;41-902 Bytom, Wrocławska  92;Bytom;(32) 281-00-81;(32) 389-60-08;us2405@sl.mofnet.gov.pl;2405;www.slaskie.kas.gov.pl/urzad-skarbowy-w-bytomiu
438;śląskie;US;Urząd Skarbowy w Chorzowie;41-506;Chorzów;Armii Krajowej ;5;41-506 Chorzów, Armii Krajowej  5;Chorzów;(32) 349-73-11;(32) 246-47-43;us2406@sl.mofnet.gov.pl;2406;www.slaskie.kas.gov.pl/urzad-skarbowy-w-chorzowie
439;śląskie;US;Urząd Skarbowy w Cieszynie;43-400;Cieszyn;Ignacego Kraszewskiego ;4;43-400 Cieszyn, Ignacego Kraszewskiego  4;Cieszyn;(33) 852-63-00;(33) 852-63-30;us2407@sl.mofnet.gov.pl;2407;www.slaskie.kas.gov.pl/urzad-skarbowy-w-cieszynie
440;śląskie;US;Urząd Skarbowy w Czechowicach-Dziedzicach;43-502;Czechowice-Dziedzice;Nad Białką ;1A;43-502 Czechowice-Dziedzice, Nad Białką  1A;Czechowice-Dziedzice;(32) 215 23 70;(32) 215-38-98;us2408@sl.mofnet.gov.pl;2408;www.slaskie.kas.gov.pl/urzad-skarbowy-w-czechowicach-dziedzicach
441;śląskie;US;Pierwszy Urząd Skarbowy w Częstochowie;42-217;Częstochowa;Filomatów ;18/20;42-217 Częstochowa, Filomatów  18/20;Częstochowa;(34) 329-01-00;(34) 325-57-70;us2409@sl.mofnet.gov.pl;2409;www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-czestochowie
442;śląskie;US;Drugi Urząd Skarbowy w Częstochowie;42-200;Częstochowa;Tkacka ;3;42-200 Częstochowa, Tkacka  3;Częstochowa;(34) 378-61-00;(34) 361-95-02;us2410@sl.mofnet.gov.pl;2410;www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-czestochowie
443;śląskie;US;Urząd Skarbowy w Dąbrowie Górniczej;41-300;Dąbrowa Górnicza;Zygmunta Krasińskiego ;33A;41-300 Dąbrowa Górnicza, Zygmunta Krasińskiego  33A;Dąbrowa Górnicza;(32) 295-90-00;(32) 295-90-70;us2411@sl.mofnet.gov.pl;2411;www.slaskie.kas.gov.pl/urzad-skarbowy-w-dabrowie-gorniczej
444;śląskie;US;Pierwszy Urząd Skarbowy w Gliwicach;44-100;Gliwice;Góry Chełmskiej ;15;44-100 Gliwice, Góry Chełmskiej  15;Gliwice;(32) 339-66-00;(32) 231-30-69;us2412@sl.mofnet.gov.pl;2412;www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gliwicach
445;śląskie;US;Drugi Urząd Skarbowy w Gliwicach;44-100;Gliwice;Młodego Hutnika ;2;44-100 Gliwice, Młodego Hutnika  2;Gliwice;(32) 339-98-00;(32) 270-40-17;us2413@sl.mofnet.gov.pl;2413;www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-gliwicach
446;śląskie;US;Urząd Skarbowy w Jastrzębiu-Zdroju;44-335;Jastrzębie-Zdrój;11 Listopada ;13;44-335 Jastrzębie-Zdrój, 11 Listopada  13;Jastrzębie-Zdrój;(32) 476-14-71;(32) 476-38-03;us2414@sl.mofnet.gov.pl;2414;www.slaskie.kas.gov.pl/urzad-skarbowy-w-jastrzebiu-zdroju
447;śląskie;US;Urząd Skarbowy w Jaworznie;43-600;Jaworzno;Grunwaldzka;274;43-600 Jaworzno, Grunwaldzka 274;Jaworzno;(32) 616-54-94;(32) 616-35-99;us2415@sl.mofnet.gov.pl;2415;www.slaskie.kas.gov.pl/urzad-skarbowy-w-jaworznie
448;śląskie;US;Pierwszy Urząd Skarbowy w Katowicach;40-063;Katowice;Żwirki i Wigury ;17;40-063 Katowice, Żwirki i Wigury  17;Katowice;(32) 359 72 00;(32) 251-46-35;us2416@sl.mofnet.gov.pl;2416;www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-katowicach
449;śląskie;US;Drugi Urząd Skarbowy w Katowicach;40-282;Katowice;Ignacego Paderewskiego ;32B;40-282 Katowice, Ignacego Paderewskiego  32B;Katowice;(32) 358-16-00;(32) 358 16 81;us2417@sl.mofnet.gov.pl;2417;www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-katowicach
450;śląskie;US;Urząd Skarbowy w Kłobucku;42-100;Kłobuck;Rynek im Jana Pawła II ;13;42-100 Kłobuck, Rynek im Jana Pawła II  13;Kłobuck;(34) 310-08-00;(34) 310 08 88;us2418@sl.mofnet.gov.pl;2418;www.slaskie.kas.gov.pl/urzad-skarbowy-w-klobucku
451;śląskie;US;Urząd Skarbowy w Lublińcu;42-700;Lubliniec;Ignacego Paderewskiego ;7B;42-700 Lubliniec, Ignacego Paderewskiego  7B;Lubliniec;(34) 352-83-00;(34) 352-83-99;us2419@sl.mofnet.gov.pl;2419;www.slaskie.kas.gov.pl/urzad-skarbowy-w-lublincu
452;śląskie;US;Urząd Skarbowy w Mikołowie;43-190;Mikołów;Maksymiliana Hubera ;4;43-190 Mikołów, Maksymiliana Hubera  4;Mikołów;(32) 324-61-00;(32) 226-08-51;us2420@sl.mofnet.gov.pl;2420;www.slaskie.kas.gov.pl/urzad-skarbowy-w-mikolowie
453;śląskie;US;Urząd Skarbowy w Mysłowicach;41-400;Mysłowice;Adama Mickiewicza ;4;41-400 Mysłowice, Adama Mickiewicza  4;Mysłowice;(32) 317-23-00;(32) 317-24-50;us2421@sl.mofnet.gov.pl;2421;www.slaskie.kas.gov.pl/urzad-skarbowy-w-myslowicach
454;śląskie;US;Urząd Skarbowy w Myszkowie;42-300;Myszków;Kazimierza Pułaskiego ;68;42-300 Myszków, Kazimierza Pułaskiego  68;Myszków;(34) 315-15-00;(34) 313-18-49;us2422@sl.mofnet.gov.pl;2422;www.slaskie.kas.gov.pl/urzad-skarbowy-w-myszkowie
455;śląskie;US;Urząd Skarbowy w Piekarach Śląskich;41-940;Piekary Śląskie;Bytomska ;92;41-940 Piekary Śląskie, Bytomska  92;Piekary Śląskie;(32) 769-40-00;(32) 769-41-12;us2423@sl.mofnet.gov.pl;2423;www.slaskie.kas.gov.pl/urzad-skarbowy-w-piekarach-slaskich
456;śląskie;US;Urząd Skarbowy w Pszczynie;43-200;Pszczyna;3 Maja ;4;43-200 Pszczyna, 3 Maja  4;Pszczyna;(32) 449-22-00;(32) 449-22-05;us2424@sl.mofnet.gov.pl;2424;www.slaskie.kas.gov.pl/urzad-skarbowy-w-pszczynie
457;śląskie;US;Urząd Skarbowy w Raciborzu;47-400;Racibórz;Michała Drzymały;32;47-400 Racibórz, Michała Drzymały 32;Racibórz;(32) 415-42-11;(32) 415-20-47;us2425@sl.mofnet.gov.pl;2425;www.slaskie.kas.gov.pl/urzad-skarbowy-w-raciborzu
458;śląskie;US;Urząd Skarbowy w Rudzie Śląskiej;41-700;Ruda Śląska;Kokotek ;6;41-700 Ruda Śląska, Kokotek  6;Ruda Śląska;(32) 342-04-00 ;(32) 342-05-08;us2426@sl.mofnet.gov.pl;2426;www.slaskie.kas.gov.pl/urzad-skarbowy-w-rudzie-slaskiej
459;śląskie;US;Urząd Skarbowy w Rybniku;44-200;Rybnik;Plac Armii Krajowej ;3;44-200 Rybnik, Plac Armii Krajowej  3;Rybnik;(32) 423-58-00;(32) 423-58-80;us2427@sl.mofnet.gov.pl;2427;www.slaskie.kas.gov.pl/urzad-skarbowy-w-rybniku
460;śląskie;US;Urząd Skarbowy w Siemianowicach Śląskich;41-100;Siemianowice Śląskie;Śląska;84;41-100 Siemianowice Śląskie, Śląska 84;Siemianowice Śląskie;(32) 766-08-70;(32) 766-85-85;us2428@sl.mofnet.gov.pl;2428;www.slaskie.kas.gov.pl/urzad-skarbowy-w-siemianowicach-slaskich
461;śląskie;US;Urząd Skarbowy w Sosnowcu;41-200;Sosnowiec;3 Maja ;20;41-200 Sosnowiec, 3 Maja  20;Sosnowiec;(32) 368-86-00;(32) 266-86-49;us2429@sl.mofnet.gov.pl;2429;www.slaskie.kas.gov.pl/urzad-skarbowy-w-sosnowcu
462;śląskie;US;Urząd Skarbowy w Tarnowskich Górach;42-600;Tarnowskie Góry;Opolska ;23;42-600 Tarnowskie Góry, Opolska  23;Tarnowskie Góry;(32) 769-92-99;(32) 769-92-05;us2430@sl.mofnet.gov.pl;2430;www.slaskie.kas.gov.pl/urzad-skarbowy-w-tarnowskich-gorach
463;śląskie;US;Urząd Skarbowy w Tychach;43-100;Tychy;al. Niepodległości ;60;43-100 Tychy, al. Niepodległości  60;Tychy;(32) 325-11-00;(32) 325-11-59;us2431@sl.mofnet.gov.pl;2431;www.slaskie.kas.gov.pl/urzad-skarbowy-w-tychach
464;śląskie;US;Urząd Skarbowy w Wodzisławiu Śląskim;44-300;Wodzisław Śląski;Bartosza Głowackiego ;4;44-300 Wodzisław Śląski, Bartosza Głowackiego  4;Wodzisław Śląski;(32) 455-31-53;(32) 455-48-14;us2432@sl.mofnet.gov.pl;2432;www.slaskie.kas.gov.pl/urzad-skarbowy-w-wodzislawiu-slaskim
465;śląskie;US;Urząd Skarbowy w Zabrzu;41-800;Zabrze;Bytomska ;2;41-800 Zabrze, Bytomska  2;Zabrze;(32) 277-76-00;(32) 277-77-41;us2433@sl.mofnet.gov.pl;2433;www.slaskie.kas.gov.pl/urzad-skarbowy-w-zabrzu
466;śląskie;US;Urząd Skarbowy w Zawierciu;42-400;Zawiercie;Leśna ;8;42-400 Zawiercie, Leśna  8;Zawiercie;(32) 672-27-05;(32) 672-24-22;us2434@sl.mofnet.gov.pl;2434;www.slaskie.kas.gov.pl/urzad-skarbowy-w-zawierciu
467;śląskie;US;Urząd Skarbowy w Żorach;44-240;Żory;Wodzisławska ;1;44-240 Żory, Wodzisławska  1;Żory;(32) 478-85-30;(32) 478-85-31;us2435@sl.mofnet.gov.pl;2435;www.slaskie.kas.gov.pl/urzad-skarbowy-w-zorach
468;śląskie;US;Urząd Skarbowy w Żywcu;34-300;Żywiec;Krasińskiego ;11;34-300 Żywiec, Krasińskiego  11;Żywiec;(33) 865-13-00;(33) 861-39-85;us2436@sl.mofnet.gov.pl;2436;www.slaskie.kas.gov.pl/urzad-skarbowy-w-zywcu
469;śląskie;WUS;Pierwszy Śląski Urząd Skarbowy w Sosnowcu;41-219;Sosnowiec;Braci Mieroszewskich ;97;41-219 Sosnowiec, Braci Mieroszewskich  97;Sosnowiec;(32) 786-11-00;(32) 786-12-05;us2471@sl.mofnet.gov.pl;2471;www.slaskie.kas.gov.pl/pierwszy-slaski-urzad-skarbowy-w-sosnowcu
470;śląskie;WUS;Drugi Śląski Urząd Skarbowy w Bielsku-Białej;43-300;Bielsko-Biała;Warszawska ;45;43-300 Bielsko-Biała, Warszawska  45;Bielsko-Biała;(33) 499-84-00;(33) 499-84-01;us2472@sl.mofnet.gov.pl;2472;www.slaskie.kas.gov.pl/drugi-slaski-urzad-skarbowy-w-bielsku-bialej
471;śląskie;UCS;Śląski Urząd Celno-Skarbowy w Katowicach;40-136;Katowice;Słoneczna;34;40-136 Katowice, Słoneczna 34;Katowice;32 358 72 02, 32 358 72 03 ;32 358 72 04           32 258 84 86 ;ic.katowice@kat.mofnet.gov.pl;338000;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
472;śląskie;DUCS;Delegatura UCS w Katowicach;40-127;Katowice;Plac Grunwaldzki;8-10;40-127 Katowice, Plac Grunwaldzki 8-10;Katowice;32 758 70 00;32 758 70 20;uc.katowice@kat.mofnet.gov.pl;331000;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
473;śląskie;OC;Oddział Celny w Chorzowie;41-500;Chorzów;Gałeczki ;61;41-500 Chorzów, Gałeczki  61;Chorzów;32 247 21 10, 32 246 07 05;32 241 30 65;oc.chorzow@kat.mofnet.gov.pl;331010;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
474;śląskie;OC;Oddział Celny w Tychach;43-100;Tychy;Fabryczna ;2;43-100 Tychy, Fabryczna  2;Tychy;32 217 74 56;32 217 77 30;oc.tychy@kat.mofnet.gov.pl;331020;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
475;śląskie;OC;Oddział Celny w Sławkowie;41-260;Sławków;Groniec ;1;41-260 Sławków, Groniec  1;Sławków;32 714 25 01,            32 293 18 97;32 293 18 97;oc.slawkow@kat.mofnet.gov.pl;331030;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
476;śląskie;OC;Oddział Celny Towarowy Port Lotniczy Katowice-Pyrzowice;42-625;Ożarowice;Wolności ;90;42-625 Ożarowice, Wolności  90;Pyrzowice;32 284 50 22;32 284 50 12;oc.towarowy-pyrzowice@kat.mofnet.gov.pl;331040;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
477;śląskie;OC;Oddział Celny Osobowy Port Lotniczy Katowice-Pyrzowice;42-625;Ożarowice;Wolności ;90;42-625 Ożarowice, Wolności  90;Pyrzowice;32 392 71 58,32 392 72 26;;oc.osobowy-pyrzowice@kat.mofnet.gov.pl;331050;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
478;śląskie;DUCS;Delegatura UCS w Rybniku;44-251;Rybnik;Kłokocińska ;51;44-251 Rybnik, Kłokocińska  51;Rybnik;32 439 01 00;32 439 01 10;uc.rybnik@kat.mofnet.gov.pl;332000;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
479;śląskie;OC;Oddział Celny w Gliwicach;44-102;Gliwice;Portowa ;28;44-102 Gliwice, Portowa  28;Gliwice;32 330 58 20;32 330 58 33;oc.gliwice@kat.mofnet.gov.pl;332010;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
480;śląskie;OC;Oddział Celny w Raciborzu;47-400;Racibórz;Kościuszki ;7C;47-400 Racibórz, Kościuszki  7C;Racibórz;32 415 99 28;32 415 99 25;oc.raciborz@kat.mofnet.gov.pl;332030;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
481;śląskie;OC;Oddział Celny Pocztowy w Zabrzu;41-850;Zabrze;Mielżyńskiego ;5;41-850 Zabrze, Mielżyńskiego  5;Zabrze;32 370 53 40;32 370 53 90;oc.zabrze@kat.mofnet.gov.pl;332040;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
482;śląskie;DUCS;Delegatura UCS w Częstochowie;42-200;Częstochowa;Marsz. E. Rydza-Śmigłego ;26;42-200 Częstochowa, Marsz. E. Rydza-Śmigłego  26;Częstochowa;34 377 89 00 do 06;34 377 89 07;uc.czestochowa@kat.mofnet.gov.pl;333000;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
483;śląskie;OC;Oddział Celny w Częstochowie;42-200;Częstochowa;Legionów;59A;42-200 Częstochowa, Legionów 59A;Częstochowa;34 361 88 17;34 361 94 08;oc.czestochowa@kat.mofnet.gov.pl;333010;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
484;śląskie;DUCS;Delegatura UCS w Bielsku-Białej;43-382;Bielsko-Biała;T. Regera ;32;43-382 Bielsko-Biała, T. Regera  32;Bielsko-Biała;33 827 23 00;33 827 23 01;uc.bielsko-biala@kat.mofnet.gov.pl;335000;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
485;śląskie;OC;Oddział Celny w Czechowicach-Dziedzicach;43-502;Czechowice-Dziedzice;Mazańcowicka ;70;43-502 Czechowice-Dziedzice, Mazańcowicka  70;Czechowice-Dziedzice;32 214 72 80;32 214 72 99;oc.czechowice-dziedzice@kat.mofnet.gov.pl;335010;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
486;śląskie;OC;Oddział Celny w Żywcu;34-300;Żywiec;Fabryczna;5;34-300 Żywiec, Fabryczna 5;Żywiec;33 861 37 56;33 861 37 56;oc.zywiec@kat.mofnet.gov.pl;335020;www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
487;śląskie;KIS;Krajowa Informacja Skarbowa;43-300;Bielsko- Biała;Teodora Sixta;17;43-300 Bielsko- Biała, Teodora Sixta 17;Bielsko- Biała;(33) 485-34-83;;kis@sl.mofnet.gov.pl;0110;www.kis.gov.pl
488;śląskie;KIS;Delegatura Krajowej Informacji Skarbowej w Bielsku Białej;43-300;Bielsko-Biała;Romualda Traugutta ;2A;43-300 Bielsko-Biała, Romualda Traugutta  2A;Bielsko-Biała;(33) 485-34-91;(33) 485-34-88;kis.0111@sl.mofnet.gov.pl;0111;www.kis.gov.pl
489;świętokrzyskie;IAS;Izba Administracji Skarbowej w Kielcach;25-324;Kielce;Sandomierska;105;25-324 Kielce, Sandomierska 105;Kielce;(41) 36-42-613;(41) 36-42-615;ias@sk.mofnet.gov.pl;2601;www.swietokrzyskie.kas.gov.pl
490;świętokrzyskie;US;Urząd Skarbowy w Busku-Zdroju;28-100;Busko-Zdrój;Parkowa ;17;28-100 Busko-Zdrój, Parkowa  17;Busko-Zdrój;(41) 378-10-69;(41) 378-33-69 wew. 66;us2602@sk.mofnet.gov.pl;2602;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-busku-zdroju
491;świętokrzyskie;US;Urząd Skarbowy w Jędrzejowie;28-300;Jędrzejów;11 Listopada ;33;28-300 Jędrzejów, 11 Listopada  33;Jędrzejów;(41) 386-40-06;(41) 386-24-43;us2603@sk.mofnet.gov.pl;2603;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-jedrzejowie
492;świętokrzyskie;US;Pierwszy Urząd Skarbowy w Kielcach ;25-661;Kielce;Wróbla ;17;25-661 Kielce, Wróbla  17;Kielce;(41) 365-71-14;(41) 345-58-49;us2604@sk.mofnet.gov.pl;2604;www.swietokrzyskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-kielcach
493;świętokrzyskie;US;Drugi Urząd Skarbowy w Kielcach;25-647;Kielce;Częstochowska ;20;25-647 Kielce, Częstochowska  20;Kielce;(41) 364-70-00;(41) 364-72-50;us2605@sk.mofnet.gov.pl;2605;www.swietokrzyskie.kas.gov.pl/drugi-urzad-skarbowy-w-kielcach
494;świętokrzyskie;US;Urząd Skarbowy w Końskich;26-200;Końskie;Marszałka Piłsudskiego ;156B;26-200 Końskie, Marszałka Piłsudskiego  156B;Końskie;(41) 372-57-71;(41) 372-33-34;us2606@sk.mofnet.gov.pl;2606;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-konskich
495;świętokrzyskie;US;Urząd Skarbowy w Opatowie;27-500;Opatów;Jana Kilińskiego ;9;27-500 Opatów, Jana Kilińskiego  9;Opatów;(15) 868-50-24;(15) 868-50-25;us2607@sk.mofnet.gov.pl;2607;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-opatowie
496;świętokrzyskie;US;Urząd Skarbowy w Ostrowcu Świętokrzyskim;27-400;Ostrowiec Świętokrzyski;Polna ;11;27-400 Ostrowiec Świętokrzyski, Polna  11;Ostrowiec Świętokrzyski;(41) 266-06-14;(41) 266-06-55;us2608@sk.mofnet.gov.pl;2608;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-ostrowcu-swietokrzyskim
497;świętokrzyskie;US;Urząd Skarbowy w Pińczowie;28-400;Pińczów;Grodziskowa ;1;28-400 Pińczów, Grodziskowa  1;Pińczów;(41) 357-33-36;(41) 357-53-77 wew.123;us2609@sk.mofnet.gov.pl;2609;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-pinczowie
498;świętokrzyskie;US;Urząd Skarbowy w Sandomierzu;27-600;Sandomierz;Żydowska ;1;27-600 Sandomierz, Żydowska  1;Sandomierz;(15) 833-18-00;(15) 833-18-02;us2610@sk.mofnet.gov.pl;2610;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-sandomierzu
499;świętokrzyskie;US;Urząd Skarbowy w Skarżysku-Kamiennej;26-110;Skarżysko-Kamienna;1 Maja ;56;26-110 Skarżysko-Kamienna, 1 Maja  56;Skarżysko-Kamienna;(41) 251-66-30;(41) 251-71-36;us2611@sk.mofnet.gov.pl;2611;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-skarzysku-kamiennej
